Sanskrit|English|Hindi
कुवैट् मध्ये कर्मकराणां वासमन्दिरे अग्निप्रकाण्डः - ४९ जनानां जीवहानिः।|Fire at workers' residence in Kuwait - 49 people killed.|कुवैत में श्रमिकों के निवास पर आग - 49 लोगों की मौत
४२ भारतीयाः; तेषु १०केरलीयाः।|42 Indians; 10 of them are Keralites.|42 भारतीय; इनमें से 10 केरलवासी हैं।
कुवैट् सिटी> कुवैट् राष्ट्रस्य मंगेफ् नामकनगरे वर्तमाने कस्याश्चित् निजीयकम्पन्याः कर्मकरैः सेवाकरैश्च वासं क्रियमाणे गृहसमुच्चये दुरापन्नेन अग्निकाण्डेन ४९ जनाः मृताः।|KUWAIT CITY> At least 49 people have been killed in a fire in a house complex currently occupied by workers and servicemen of a private company in the Kuwaiti city of Mangef.|कुवैत शहर> कुवैती शहर मंगेफ में एक निजी कंपनी के श्रमिकों और सैनिकों के कब्जे वाले एक घर परिसर में आग लगने से कम से कम 49 लोग मारे गए हैं।
तेषु ४२ जनाः भारतीयाः भवन्ति।|42 of them are Indians.|इनमें से 42 भारतीय हैं।
चत्वारिशदधिकं जनाः आहताः वर्तन्ते।|More than 40 people have been injured.|40 से ज्यादा लोग घायल हुए हैं।
मृतेषु दश केरलीयाः सन्ति।|Ten of the dead are Keralites.|मृतकों में दस केरलवासी हैं।
बुधवासरे प्रत्युषसि चतुर्वादने वाससमुच्चयस्य अधस्तरस्थात् सुरक्षाप्रकोष्ठात् प्रथमम् अग्निबाधा जातेति सूच्यते।|The first fire was reported from a security cell on the lower level of the apartment block at 4 am on Wednesday.|पहली आग की सूचना बुधवार सुबह 4 बजे अपार्टमेंट ब्लॉक के निचले स्तर पर स्थित सुरक्षा कक्ष से मिली।
ततः पाकशालस्थान् अनिलकोशान् अग्निबाधा अभवदिति दुरन्तस्य व्याप्तिमवर्धयत।|Then the air cells in the kitchen were set on fire, increasing the extent of the fire.|तभी रसोई में लगे एयर सेलों में आग लग गई, जिससे आग की भयावहता बढ़ गई।
झटित्येव कुवैट्प्रशासनस्य नेतृत्वे रक्षाप्रवर्तनानि आरब्धानि।|Defense operations led by the Kuwaiti administration were immediately launched.|कुवैती प्रशासन के नेतृत्व में रक्षा अभियान तुरंत शुरू किया गया।
भारतस्य विदेशकार्यमन्त्रालयेन मृतान् आहतान् च प्रत्यभिज्ञातुं प्रक्रमाः विधत्ताः।|The Indian Ministry of External Affairs has taken steps to identify the dead and injured.|भारतीय विदेश मंत्रालय ने मृतकों और घायलों की पहचान के लिए कदम उठाए हैं।
सिक्थवर्तिका समाप्ता।|The candle is finished.|मोमबत्ती समाप्त हो गई।  
