Sanskrit|English|Hindi
अभ्यासानुसारिणी भवति विद्या।|Knowledge depends on practice.|ज्ञान अभ्यास पर आधारित होता है।
कर्मानुसारिणी बुद्धिः।|Intelligence depends on work.|बुद्धि कर्म के अनुसार होती है।
तत्रस्था नगरी सुरम्या अस्ति।|The city located there is very beautiful.|वहाँ पर एक सुंदर नगरी है।
महिषं वीक्षमाणं व्याघ्रं सर्पः दशति।|A snake bites a tiger that is observing a buffalo.|सर्प व्याघ्र को काटता है जो एक भैंस को देख रहा था।
दिव्यगन्धरसोपेतं मिष्टान्नं सर्वे इच्छन्ति।|Everyone desires sweet infused with divine fragrance.|सभी दिव्य सुगंध से लिप्त मिठाई को चाहते हैं।
पक्षिभिरावृतं गृहमिदम्।|This house is surrounded by birds.|यह घर पक्षियों द्वारा घेरा गया है।
बहुवर्णपुष्पैः निचितः शिवालयः श्रावणमासे।|Shiv temple is adorned with multi-colored flowers in the month of Shravan.|श्रावण मास में शिव मंदिर को विविध रंग के फूलों से सजाया गया है।
मधुगन्धेन पूर्णं पूजागृहम्।|Puja room is filled with fragrance of honey.|पूजा घर मधु की सुगंध भरा हुआ है।
यात्रिकालयम् अन्विष्यामि।|I will look for the lodge.|मैं यात्री के निवास का अन्वेषण करूंगा।
किं किं मुषितं चोरैः गृहात्।|What all items have been stolen by thieves from the house?|घर से चोरों द्वारा क्या क्या चुराया गया है। 
रामः इति कथनेन रावणस्य भ्रूभङ्गः जायते।|At the mention of Rama's name Ravana's eyebrows knit together in (anger).|राम का नाम सुनते ही रावण की भौंहें क्रोध से तन जाती हैं।
सृष्टिः स्रष्टारं विना नोपपद्यते।|Creation is not possible without the creator.|सृष्टि स्रष्टा के बिना संभव नहीं है।
लक्ष्मीः सत्यानुसारिणी भवति।|Lakshmi follows truthfulness.|लक्ष्मी सत्य का अनुसरण करती है।
कीर्तिः त्यागानुसारिणी।|Prosperity follows renunciation.|समृद्धि त्याग का अनुसरण करती है।
कृतिशेषाः सदा जीवन्ति।|People who leave behind good work, live forever.|सत्कृति किये हुए लोग सदा जीवित रहते हैं।
विद्या ददाति विनयम्।|Knowledge imparts humility.|विद्या विनय देती है।
अभिनन्दनार्हाः यूयम्।|You all are worthy of praise.|आप सभी अभिनंदन के योग्य हैं।
रामादयः शरणीकर्तव्याः।|Rama and others should be taken refuge in.|राम आदि की शरण में जाना चाहिए।
